Mar 26 13:59:35.630 INFO Ballot Leader Election componentMar 26 13:59:38.217 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 4 }
Mar 26 13:59:39.497 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 5 }
Mar 26 13:59:39.503 DEBG Handling promise from 4 in Prepare phase
Mar 26 13:59:40.827 DEBG Newly elected leader: Ballot { n: 1, priority: 0, pid: 4 }
Mar 26 15:21:36.307 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:37.616 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:38.911 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:40.226 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:41.544 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:42.847 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:44.155 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:45.457 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:46.769 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:48.080 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:49.426 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:50.753 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:52.062 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:53.381 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:54.693 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:56.013 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:57.359 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:21:58.685 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:00.000 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:01.295 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:02.658 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:03.982 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:05.306 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:06.627 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:07.944 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:09.264 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:10.600 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:11.949 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:13.269 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:14.573 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:15.880 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:17.202 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:18.510 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:19.821 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:21.131 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:22.439 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:23.760 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:25.076 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:26.391 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:27.699 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:29.015 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:30.323 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:31.634 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:32.946 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:34.264 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:35.575 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:36.889 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:38.201 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:39.509 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:40.829 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:42.133 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:43.453 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:44.778 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:46.120 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:47.445 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:48.771 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:50.078 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:51.395 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:52.703 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:54.016 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:55.342 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:56.665 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:57.985 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:22:59.283 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:00.601 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:01.913 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:03.226 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:04.549 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:05.854 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:07.207 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:08.531 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:09.856 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:11.166 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:12.492 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:13.816 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:15.128 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:16.438 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:17.762 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:19.075 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:20.384 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:21.703 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:23.005 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:24.331 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:25.650 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:26.968 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:28.281 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:29.593 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:30.896 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:32.214 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:33.535 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:34.834 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:36.158 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:37.472 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:38.794 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:40.116 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:41.440 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:42.764 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:44.075 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:45.403 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:46.751 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:48.062 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:49.364 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:50.682 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:51.984 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:53.299 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:54.617 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:55.915 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:57.218 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:58.531 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:23:59.850 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:01.162 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:02.473 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:03.780 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:05.095 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:06.440 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:07.764 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:09.084 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:10.411 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:11.721 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:13.027 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:14.339 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:15.647 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:16.967 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:18.280 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:19.590 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:20.909 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:22.233 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:23.547 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:24.863 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:26.187 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:27.501 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:28.812 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:30.136 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:31.461 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:32.773 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:34.078 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:35.389 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:36.695 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:38.002 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:39.310 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:40.638 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:41.954 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:43.276 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:44.590 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:45.910 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:47.217 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:48.543 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:49.876 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:51.186 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:52.503 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:53.814 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:55.160 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:56.466 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:57.769 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:24:59.091 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:00.413 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:01.721 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:03.045 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:04.367 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:05.690 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:07.003 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:08.325 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:09.649 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:10.965 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:12.288 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:13.612 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:14.932 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:16.245 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:17.559 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:18.876 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:20.185 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:21.486 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:22.792 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:24.102 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:25.424 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:26.736 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:28.050 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:29.379 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:30.703 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:32.028 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:33.348 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:34.677 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:35.995 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:37.306 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:38.628 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:39.950 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:41.271 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:42.595 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:43.916 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:45.219 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:46.541 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:47.854 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:49.158 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:50.480 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:51.784 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:53.096 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:54.421 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:55.742 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:57.050 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:58.353 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:25:59.670 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:00.990 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:02.302 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:03.626 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:04.943 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:06.258 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:07.579 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:08.903 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:10.212 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:11.524 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:12.844 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:14.160 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:15.485 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:16.798 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:18.100 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:19.418 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:20.755 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:22.080 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:23.385 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:24.711 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:26.041 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:27.362 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:28.673 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:29.986 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:31.285 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:32.597 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:33.916 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:35.235 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:36.554 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:37.855 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:39.168 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:40.490 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
Mar 26 15:26:41.798 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 4 }, true)]
