Mar 26 13:59:18.507 INFO Ballot Leader Election componentMar 26 13:59:20.956 DEBG Newly elected leader: Ballot { n: 1, priority: 0, pid: 1 }
]
Mar 26 13:59:20.956 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:02.759 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:04.050 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:05.367 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:06.675 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:07.976 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:09.265 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:10.577 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:11.851 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:13.141 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:14.447 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:15.741 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:17.043 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:18.335 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:19.638 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:20.981 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:22.297 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:23.590 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:24.903 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:26.191 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:27.494 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:28.792 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:30.091 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:31.393 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:32.694 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:33.991 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:35.268 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:36.565 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:37.862 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:39.139 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:40.444 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:41.740 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:43.022 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:44.319 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:45.634 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:46.934 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:48.234 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:49.527 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:50.789 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:52.092 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:53.395 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:54.705 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:55.990 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:57.279 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:58.552 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:02:59.855 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:01.150 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:02.461 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:03.760 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:05.043 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:06.359 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:07.668 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:08.979 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:10.288 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:11.587 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:12.883 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:14.199 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:15.498 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:16.786 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:18.084 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:19.394 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:20.701 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:22.056 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:23.549 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:25.007 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:26.446 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:27.918 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:29.420 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:30.919 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:32.428 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:33.885 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:35.344 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:36.844 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:38.345 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:39.846 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:41.350 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:42.830 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:44.341 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:45.813 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:47.274 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:48.759 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:50.269 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:51.783 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:53.269 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:54.762 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:56.203 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:57.706 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:03:59.198 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:00.663 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:02.167 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:03.625 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:05.120 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:06.580 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:08.023 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:09.514 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:10.955 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:12.436 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:13.939 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:15.424 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:16.867 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:18.333 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:19.797 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:21.308 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:22.808 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:24.313 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:25.770 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:27.247 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:28.735 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:30.238 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:31.694 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:33.190 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:34.639 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:36.124 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:37.608 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:39.075 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:40.551 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:42.045 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:43.507 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:44.975 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:46.417 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:47.926 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:49.436 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:50.936 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:52.395 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:53.895 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:55.372 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:56.840 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:58.328 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:04:59.779 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:01.286 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:02.761 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:04.225 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:05.725 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:07.193 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:08.673 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:10.164 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:11.589 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:13.085 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:14.596 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:16.062 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:17.562 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:19.012 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:20.474 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:21.973 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:23.474 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:24.931 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:26.420 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:27.914 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:29.410 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:30.830 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:32.333 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:33.832 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:35.304 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:36.811 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:38.305 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:39.800 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:41.286 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:42.714 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:44.183 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:45.693 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:47.190 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:48.672 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:50.166 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:51.646 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:53.107 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:54.606 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:56.088 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:57.569 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:05:59.056 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:00.519 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:02.016 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:03.520 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:05.019 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:06.480 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:07.934 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:09.419 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:10.908 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:12.370 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:13.849 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:15.321 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:16.838 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:18.312 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:19.759 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:21.258 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:22.720 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:24.188 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:25.678 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:27.159 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:28.650 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:30.155 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:31.652 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:33.121 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:34.570 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:36.074 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:37.584 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:39.081 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:40.587 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:42.110 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:43.580 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:45.057 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:46.545 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:48.043 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:49.529 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:51.000 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:52.507 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:54.001 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:55.502 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:57.016 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:58.493 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:06:59.947 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:01.433 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:02.898 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:04.388 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:05.899 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:07.405 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:08.858 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:10.360 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:11.852 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:13.330 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:14.849 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:16.362 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:17.871 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:19.346 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:20.812 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:22.277 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:23.738 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:25.249 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:26.717 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:28.205 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:29.709 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:31.177 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:32.665 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:34.163 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:35.619 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
Mar 26 15:07:37.098 DEBG Received a majority of heartbeats [(Ballot { n: 1, priority: 0, pid: 1 }, true)]
